state,county,year,crop_name,perc_eval,variable,value
new york,albany,2020,Corn,124.58,perc_cc,40.02213436
new york,allegany,2015,Soybeans,75.75,perc_ct,13.39604826
new york,allegany,2016,Corn,83.45,perc_ct,2.727004834
new york,allegany,2017,Corn,94.16,perc_ct,12.63192494
new york,allegany,2017,Soybeans,81.03,perc_ct,37.61888679
new york,allegany,2018,Corn,105.76,perc_ct,6.390037469
new york,allegany,2020,Corn,88.15,perc_ct,8.597474072
new york,allegany,2021,Soybeans,89.12,perc_ct,13.42429986
new york,allegany,2016,Corn,83.45,perc_cc,3.128132854
new york,allegany,2017,Corn,94.16,perc_cc,5.72923721
new york,allegany,2017,Soybeans,81.03,perc_cc,5.322900209
new york,allegany,2018,Corn,105.76,perc_cc,4.489218811
new york,allegany,2018,Soybeans,93.06,perc_cc,1.253210642
new york,allegany,2020,Corn,88.15,perc_cc,2.730321484
new york,allegany,2021,Soybeans,89.12,perc_cc,4.274290625
new york,allegany,2015,Soybeans,75.75,perc_nt,24.55875931
new york,allegany,2016,Corn,83.45,perc_nt,3.881981967
new york,allegany,2017,Corn,94.16,perc_nt,22.1807125
new york,allegany,2017,Soybeans,81.03,perc_nt,11.24282052
new york,allegany,2018,Corn,105.76,perc_nt,32.76271701
new york,allegany,2018,Soybeans,93.06,perc_nt,61.16247429
new york,allegany,2019,Soybeans,104.22,perc_nt,19.06197228
new york,allegany,2020,Corn,88.15,perc_nt,20.58757501
new york,allegany,2020,Soybeans,67.85,perc_nt,14.26747354
new york,allegany,2021,Soybeans,89.12,perc_nt,13.39996953
new york,allegany,2015,Soybeans,75.75,perc_rt,62.04519243
new york,allegany,2016,Corn,83.45,perc_rt,9.153885308
new york,allegany,2017,Corn,94.16,perc_rt,54.08115212
new york,allegany,2017,Soybeans,81.03,perc_rt,43.36339514
new york,allegany,2018,Corn,105.76,perc_rt,54.80294864
new york,allegany,2018,Soybeans,93.06,perc_rt,30.36919444
new york,allegany,2019,Soybeans,104.22,perc_rt,64.58256576
new york,allegany,2020,Corn,88.15,perc_rt,66.59923666
new york,allegany,2020,Soybeans,67.85,perc_rt,83.43133803
new york,allegany,2021,Soybeans,89.12,perc_rt,68.8367412
new york,broome,2016,Corn,99.39,perc_ct,15.49909393
new york,broome,2017,Corn,55.56,perc_ct,11.20801836
new york,broome,2018,Corn,74.85,perc_ct,20.40786397
new york,broome,2020,Corn,65.42,perc_ct,20.09026405
new york,broome,2020,Soybeans,54.7,perc_ct,48.73413795
new york,broome,2021,Corn,60.11,perc_ct,15.99141885
new york,broome,2016,Corn,99.39,perc_cc,3.369833777
new york,broome,2017,Corn,55.56,perc_cc,3.953275621
new york,broome,2018,Corn,74.85,perc_cc,10.35315326
new york,broome,2020,Corn,65.42,perc_cc,15.84147427
new york,broome,2020,Soybeans,54.7,perc_cc,7.842713659
new york,broome,2021,Corn,60.11,perc_cc,9.931474562
new york,broome,2016,Corn,99.39,perc_nt,35.55162799
new york,broome,2017,Corn,55.56,perc_nt,24.56621041
new york,broome,2018,Corn,74.85,perc_nt,27.61973706
new york,broome,2020,Corn,65.42,perc_nt,19.94627019
new york,broome,2020,Soybeans,54.7,perc_nt,6.885430398
new york,broome,2021,Corn,60.11,perc_nt,23.32299452
new york,broome,2016,Corn,99.39,perc_rt,35.63269396
new york,broome,2017,Corn,55.56,perc_rt,53.77533771
new york,broome,2018,Corn,74.85,perc_rt,49.97369738
new york,broome,2020,Corn,65.42,perc_rt,57.22409339
new york,broome,2020,Soybeans,54.7,perc_rt,37.04418009
new york,broome,2021,Corn,60.11,perc_rt,57.62250827
new york,cattaraugus,2015,Corn,69.21,perc_ct,8.654299594
new york,cattaraugus,2015,Soybeans,84.81,perc_ct,8.017504575
new york,cattaraugus,2016,Corn,79.21,perc_ct,5.783047241
new york,cattaraugus,2016,Soybeans,67.24,perc_ct,8.477092313
new york,cattaraugus,2017,Corn,82.01,perc_ct,10.10999002
new york,cattaraugus,2017,Soybeans,83.05,perc_ct,11.00694127
new york,cattaraugus,2018,Corn,90.05,perc_ct,9.509625732
new york,cattaraugus,2019,Soybeans,90.42,perc_ct,4.324758648
new york,cattaraugus,2020,Corn,86.8,perc_ct,28.52064085
new york,cattaraugus,2020,Soybeans,94.92,perc_ct,9.789761641
new york,cattaraugus,2021,Corn,81.35,perc_ct,30.11209935
new york,cattaraugus,2021,Soybeans,90.42,perc_ct,18.47561965
new york,cattaraugus,2015,Corn,69.21,perc_cc,3.642230489
new york,cattaraugus,2015,Soybeans,84.81,perc_cc,2.474439188
new york,cattaraugus,2016,Corn,79.21,perc_cc,1.977166904
new york,cattaraugus,2016,Soybeans,67.24,perc_cc,2.327656064
new york,cattaraugus,2017,Corn,82.01,perc_cc,2.930262835
new york,cattaraugus,2017,Soybeans,83.05,perc_cc,0.887238255
new york,cattaraugus,2018,Corn,90.05,perc_cc,8.186860571
new york,cattaraugus,2019,Soybeans,90.42,perc_cc,2.510919873
new york,cattaraugus,2020,Corn,86.8,perc_cc,13.27382278
new york,cattaraugus,2020,Soybeans,94.92,perc_cc,5.136305033
new york,cattaraugus,2021,Corn,81.35,perc_cc,10.22189281
new york,cattaraugus,2021,Soybeans,90.42,perc_cc,1.268229821
new york,cattaraugus,2015,Corn,69.21,perc_nt,46.9392732
new york,cattaraugus,2015,Soybeans,84.81,perc_nt,46.47005463
new york,cattaraugus,2016,Corn,79.21,perc_nt,13.43870906
new york,cattaraugus,2016,Soybeans,67.24,perc_nt,3.537329855
new york,cattaraugus,2017,Corn,82.01,perc_nt,17.45653001
new york,cattaraugus,2017,Soybeans,83.05,perc_nt,20.50208866
new york,cattaraugus,2018,Corn,90.05,perc_nt,33.23341359
new york,cattaraugus,2019,Soybeans,90.42,perc_nt,19.17818551
new york,cattaraugus,2020,Corn,86.8,perc_nt,13.01908001
new york,cattaraugus,2020,Soybeans,94.92,perc_nt,19.25453175
new york,cattaraugus,2021,Corn,81.35,perc_nt,16.29343656
new york,cattaraugus,2021,Soybeans,90.42,perc_nt,15.50895212
new york,cattaraugus,2015,Corn,69.21,perc_rt,32.14523488
new york,cattaraugus,2015,Soybeans,84.81,perc_rt,35.64667473
new york,cattaraugus,2016,Corn,79.21,perc_rt,29.70333336
new york,cattaraugus,2016,Soybeans,67.24,perc_rt,41.70525467
new york,cattaraugus,2017,Corn,82.01,perc_rt,55.74410981
new york,cattaraugus,2017,Soybeans,83.05,perc_rt,56.38214549
new york,cattaraugus,2018,Corn,90.05,perc_rt,53.73611258
new york,cattaraugus,2019,Soybeans,90.42,perc_rt,58.13425963
new york,cattaraugus,2020,Corn,86.8,perc_rt,55.77226927
new york,cattaraugus,2020,Soybeans,94.92,perc_rt,64.13934374
new york,cattaraugus,2021,Corn,81.35,perc_rt,50.71147719
new york,cattaraugus,2021,Soybeans,90.42,perc_rt,63.33787794
new york,cayuga,2015,Corn,98.51,perc_ct,6.594146113
new york,cayuga,2015,Soybeans,105.42,perc_ct,2.570259622
new york,cayuga,2016,Corn,99.39,perc_ct,7.565435502
new york,cayuga,2016,Soybeans,112.71,perc_ct,3.358163183
new york,cayuga,2017,Corn,112.65,perc_ct,1.969474246
new york,cayuga,2018,Soybeans,123.84,perc_ct,3.426766869
new york,cayuga,2019,Soybeans,108.05,perc_ct,2.36540472
new york,cayuga,2020,Corn,110.73,perc_ct,19.40212517
new york,cayuga,2020,Soybeans,117.66,perc_ct,8.541873263
new york,cayuga,2021,Corn,99.93,perc_ct,12.16583446
new york,cayuga,2021,Soybeans,119.26,perc_ct,8.148205381
new york,cayuga,2015,Corn,98.51,perc_cc,16.74213197
new york,cayuga,2015,Soybeans,105.42,perc_cc,14.42127193
new york,cayuga,2016,Corn,99.39,perc_cc,3.465873705
new york,cayuga,2016,Soybeans,112.71,perc_cc,1.433751263
new york,cayuga,2017,Corn,112.65,perc_cc,26.69400895
new york,cayuga,2018,Soybeans,123.84,perc_cc,7.797972197
new york,cayuga,2019,Soybeans,108.05,perc_cc,11.027888
new york,cayuga,2020,Corn,110.73,perc_cc,8.043657851
new york,cayuga,2020,Soybeans,117.66,perc_cc,8.513426179
new york,cayuga,2021,Corn,99.93,perc_cc,7.375608669
new york,cayuga,2021,Soybeans,119.26,perc_cc,3.152655078
new york,cayuga,2015,Corn,98.51,perc_nt,50.88884878
new york,cayuga,2015,Soybeans,105.42,perc_nt,51.89702346
new york,cayuga,2016,Corn,99.39,perc_nt,14.22827403
new york,cayuga,2016,Soybeans,112.71,perc_nt,9.480300313
new york,cayuga,2017,Corn,112.65,perc_nt,62.76717175
new york,cayuga,2018,Soybeans,123.84,perc_nt,60.89794447
new york,cayuga,2019,Soybeans,108.05,perc_nt,32.85134493
new york,cayuga,2020,Corn,110.73,perc_nt,35.04801115
new york,cayuga,2020,Soybeans,117.66,perc_nt,60.55808365
new york,cayuga,2021,Corn,99.93,perc_nt,36.12081879
new york,cayuga,2021,Soybeans,119.26,perc_nt,27.42002679
new york,cayuga,2015,Corn,98.51,perc_rt,40.55425279
new york,cayuga,2015,Soybeans,105.42,perc_rt,43.321524
new york,cayuga,2016,Corn,99.39,perc_rt,65.20821973
new york,cayuga,2016,Soybeans,112.71,perc_rt,81.35037825
new york,cayuga,2017,Corn,112.65,perc_rt,24.94544525
new york,cayuga,2018,Soybeans,123.84,perc_rt,33.85069173
new york,cayuga,2019,Soybeans,108.05,perc_rt,59.11198277
new york,cayuga,2020,Corn,110.73,perc_rt,44.77033227
new york,cayuga,2020,Soybeans,117.66,perc_rt,28.23665061
new york,cayuga,2021,Corn,99.93,perc_rt,50.2989764
new york,cayuga,2021,Soybeans,119.26,perc_rt,63.54582944
new york,chautauqua,2015,Corn,109.56,perc_ct,5.082906438
new york,chautauqua,2015,Soybeans,91.67,perc_ct,9.821752179
new york,chautauqua,2016,Corn,72.87,perc_ct,23.82611651
new york,chautauqua,2017,Corn,80.92,perc_ct,14.62507879
new york,chautauqua,2017,Soybeans,100.48,perc_ct,11.6656877
new york,chautauqua,2018,Corn,92.72,perc_ct,10.10513932
new york,chautauqua,2019,Soybeans,68.11,perc_ct,8.124425128
new york,chautauqua,2020,Corn,88.6,perc_ct,23.41444382
new york,chautauqua,2020,Soybeans,102.79,perc_ct,17.17425898
new york,chautauqua,2021,Corn,84.45,perc_ct,29.07363884
new york,chautauqua,2021,Soybeans,111.2,perc_ct,15.89307222
new york,chautauqua,2015,Corn,109.56,perc_cc,4.396106834
new york,chautauqua,2015,Soybeans,91.67,perc_cc,3.896428597
new york,chautauqua,2016,Corn,72.87,perc_cc,3.486099593
new york,chautauqua,2017,Corn,80.92,perc_cc,5.330644048
new york,chautauqua,2017,Soybeans,100.48,perc_cc,5.012523744
new york,chautauqua,2018,Corn,92.72,perc_cc,7.619163329
new york,chautauqua,2020,Corn,88.6,perc_cc,13.02929784
new york,chautauqua,2020,Soybeans,102.79,perc_cc,6.093433706
new york,chautauqua,2021,Corn,84.45,perc_cc,10.11817935
new york,chautauqua,2021,Soybeans,111.2,perc_cc,2.931175781
new york,chautauqua,2015,Corn,109.56,perc_nt,41.93674102
new york,chautauqua,2015,Soybeans,91.67,perc_nt,41.26048117
new york,chautauqua,2016,Corn,72.87,perc_nt,23.11853819
new york,chautauqua,2017,Corn,80.92,perc_nt,19.0946108
new york,chautauqua,2017,Soybeans,100.48,perc_nt,16.87471087
new york,chautauqua,2018,Corn,92.72,perc_nt,31.0988749
new york,chautauqua,2019,Soybeans,68.11,perc_nt,29.89554706
new york,chautauqua,2020,Corn,88.6,perc_nt,16.41754519
new york,chautauqua,2020,Soybeans,102.79,perc_nt,22.51592336
new york,chautauqua,2021,Corn,84.45,perc_nt,15.44048011
new york,chautauqua,2021,Soybeans,111.2,perc_nt,21.18970791
new york,chautauqua,2015,Corn,109.56,perc_rt,43.94705749
new york,chautauqua,2015,Soybeans,91.67,perc_rt,43.75217293
new york,chautauqua,2016,Corn,72.87,perc_rt,48.27653244
new york,chautauqua,2017,Corn,80.92,perc_rt,53.3127466
new york,chautauqua,2017,Soybeans,100.48,perc_rt,62.97465263
new york,chautauqua,2018,Corn,92.72,perc_rt,55.05386046
new york,chautauqua,2019,Soybeans,68.11,perc_rt,56.88929149
new york,chautauqua,2020,Corn,88.6,perc_rt,57.13189096
new york,chautauqua,2020,Soybeans,102.79,perc_rt,54.13585286
new york,chautauqua,2021,Corn,84.45,perc_rt,48.7288822
new york,chautauqua,2021,Soybeans,111.2,perc_rt,55.53652058
new york,chemung,2015,Soybeans,66.28,perc_ct,11.62467091
new york,chemung,2016,Soybeans,85.44,perc_ct,1.042299119
new york,chemung,2017,Corn,61.39,perc_ct,17.77206302
new york,chemung,2017,Soybeans,72.35,perc_ct,12.28523685
new york,chemung,2018,Corn,62.16,perc_ct,12.3273102
new york,chemung,2020,Corn,66.21,perc_ct,34.36054613
new york,chemung,2020,Soybeans,78.62,perc_ct,15.97607992
new york,chemung,2021,Corn,67.49,perc_ct,31.37448411
new york,chemung,2021,Soybeans,58.05,perc_ct,31.49105764
new york,chemung,2015,Soybeans,66.28,perc_cc,4.754384305
new york,chemung,2016,Soybeans,85.44,perc_cc,1.365519345
new york,chemung,2017,Corn,61.39,perc_cc,14.68878874
new york,chemung,2017,Soybeans,72.35,perc_cc,2.963654163
new york,chemung,2018,Corn,62.16,perc_cc,7.709634841
new york,chemung,2020,Corn,66.21,perc_cc,5.979348467
new york,chemung,2021,Corn,67.49,perc_cc,12.52040773
new york,chemung,2021,Soybeans,58.05,perc_cc,12.67717368
new york,chemung,2015,Soybeans,66.28,perc_nt,40.91546629
new york,chemung,2016,Soybeans,85.44,perc_nt,5.382936905
new york,chemung,2017,Corn,61.39,perc_nt,18.54102846
new york,chemung,2017,Soybeans,72.35,perc_nt,26.63201768
new york,chemung,2018,Corn,62.16,perc_nt,22.72383601
new york,chemung,2020,Corn,66.21,perc_nt,16.11890025
new york,chemung,2020,Soybeans,78.62,perc_nt,53.22082462
new york,chemung,2021,Corn,67.49,perc_nt,21.85743427
new york,chemung,2021,Soybeans,58.05,perc_nt,15.07772823
new york,chemung,2015,Soybeans,66.28,perc_rt,45.12440425
new york,chemung,2016,Soybeans,85.44,perc_rt,93.57476398
new york,chemung,2017,Corn,61.39,perc_rt,62.07222663
new york,chemung,2017,Soybeans,72.35,perc_rt,61.08274547
new york,chemung,2018,Corn,62.16,perc_rt,64.94885379
new york,chemung,2020,Corn,66.21,perc_rt,49.13037287
new york,chemung,2020,Soybeans,78.62,perc_rt,30.80309546
new york,chemung,2021,Corn,67.49,perc_rt,45.01264909
new york,chemung,2021,Soybeans,58.05,perc_rt,53.43121414
new york,chenango,2016,Corn,50.68,perc_ct,2.006591799
new york,chenango,2017,Corn,59.55,perc_ct,2.990546401
new york,chenango,2018,Corn,65.48,perc_ct,8.258956881
new york,chenango,2020,Corn,69.29,perc_ct,16.84013355
new york,chenango,2021,Corn,63.6,perc_ct,9.497161778
new york,chenango,2016,Corn,50.68,perc_cc,6.101889624
new york,chenango,2017,Corn,59.55,perc_cc,8.941053419
new york,chenango,2018,Corn,65.48,perc_cc,8.634504961
new york,chenango,2020,Corn,69.29,perc_cc,16.32647342
new york,chenango,2021,Corn,63.6,perc_cc,7.135533026
new york,chenango,2016,Corn,50.68,perc_nt,35.21096275
new york,chenango,2017,Corn,59.55,perc_nt,13.01923196
new york,chenango,2018,Corn,65.48,perc_nt,25.92350524
new york,chenango,2020,Corn,69.29,perc_nt,22.02806786
new york,chenango,2021,Corn,63.6,perc_nt,17.09184571
new york,chenango,2016,Corn,50.68,perc_rt,43.00962877
new york,chenango,2017,Corn,59.55,perc_rt,37.18797977
new york,chenango,2018,Corn,65.48,perc_rt,62.70405671
new york,chenango,2020,Corn,69.29,perc_rt,57.97849506
new york,chenango,2021,Corn,63.6,perc_rt,63.94666105
new york,clinton,2015,Corn,90.33,perc_cc,3.068664653
new york,clinton,2016,Corn,104.76,perc_cc,0.283630024
new york,clinton,2017,Corn,65.72,perc_cc,0.490901863
new york,columbia,2015,Soybeans,75.15,perc_cc,8.256711898
new york,columbia,2016,Corn,70.24,perc_cc,9.40915748
new york,columbia,2017,Corn,75.15,perc_cc,2.914341538
new york,columbia,2017,Soybeans,87.22,perc_cc,0.531229145
new york,columbia,2018,Soybeans,92.62,perc_cc,20.04558338
new york,columbia,2019,Soybeans,72.77,perc_cc,8.19850984
new york,columbia,2020,Corn,82.14,perc_cc,27.85066299
new york,columbia,2020,Soybeans,77.62,perc_cc,4.817081613
new york,columbia,2021,Corn,87.26,perc_cc,23.06781567
new york,columbia,2021,Soybeans,76.1,perc_cc,6.785350523
new york,cortland,2015,Corn,50.17,perc_ct,1.030279696
new york,cortland,2016,Corn,82.7,perc_ct,13.63779108
new york,cortland,2016,Soybeans,83.57,perc_ct,13.2985109
new york,cortland,2017,Corn,61.52,perc_ct,6.852229816
new york,cortland,2017,Soybeans,56.12,perc_ct,11.46299456
new york,cortland,2018,Corn,69.94,perc_ct,13.2933437
new york,cortland,2019,Corn,73.52,perc_ct,4.978130631
new york,cortland,2020,Corn,70.44,perc_ct,24.54117851
new york,cortland,2020,Soybeans,108.12,perc_ct,10.99024373
new york,cortland,2021,Corn,63.71,perc_ct,16.57221364
new york,cortland,2021,Soybeans,75.48,perc_ct,7.388700371
new york,cortland,2015,Corn,50.17,perc_cc,7.316870508
new york,cortland,2016,Corn,82.7,perc_cc,4.438199906
new york,cortland,2016,Soybeans,83.57,perc_cc,2.780179796
new york,cortland,2017,Corn,61.52,perc_cc,15.6111281
new york,cortland,2017,Soybeans,56.12,perc_cc,14.66289973
new york,cortland,2018,Corn,69.94,perc_cc,3.242854424
new york,cortland,2019,Corn,73.52,perc_cc,9.174356798
new york,cortland,2020,Corn,70.44,perc_cc,7.960808227
new york,cortland,2021,Corn,63.71,perc_cc,4.785726497
new york,cortland,2021,Soybeans,75.48,perc_cc,2.552735002
new york,cortland,2015,Corn,50.17,perc_nt,28.21432492
new york,cortland,2016,Corn,82.7,perc_nt,30.02600878
new york,cortland,2016,Soybeans,83.57,perc_nt,22.02944901
new york,cortland,2017,Corn,61.52,perc_nt,33.00981767
new york,cortland,2017,Soybeans,56.12,perc_nt,42.68003483
new york,cortland,2018,Corn,69.94,perc_nt,21.77165687
new york,cortland,2019,Corn,73.52,perc_nt,14.63429748
new york,cortland,2020,Corn,70.44,perc_nt,15.7019313
new york,cortland,2020,Soybeans,108.12,perc_nt,36.88510982
new york,cortland,2021,Corn,63.71,perc_nt,15.70643381
new york,cortland,2021,Soybeans,75.48,perc_nt,24.66404922
new york,cortland,2015,Corn,50.17,perc_rt,33.08578166
new york,cortland,2016,Corn,82.7,perc_rt,40.54405838
new york,cortland,2016,Soybeans,83.57,perc_rt,64.67204009
new york,cortland,2017,Corn,61.52,perc_rt,42.78199194
new york,cortland,2017,Soybeans,56.12,perc_rt,37.91368191
new york,cortland,2018,Corn,69.94,perc_rt,59.73298527
new york,cortland,2019,Corn,73.52,perc_rt,75.45713332
new york,cortland,2020,Corn,70.44,perc_rt,54.85157004
new york,cortland,2020,Soybeans,108.12,perc_rt,52.12464646
new york,cortland,2021,Corn,63.71,perc_rt,62.89074828
new york,cortland,2021,Soybeans,75.48,perc_rt,66.08227534
new york,delaware,2018,Corn,83.22,perc_ct,14.59335959
new york,delaware,2020,Corn,65.02,perc_ct,23.68170817
new york,delaware,2021,Corn,59.52,perc_ct,4.372760665
new york,delaware,2018,Corn,83.22,perc_cc,21.70973623
new york,delaware,2020,Corn,65.02,perc_cc,36.8500214
new york,delaware,2021,Corn,59.52,perc_cc,22.08212807
new york,delaware,2018,Corn,83.22,perc_nt,21.39295678
new york,delaware,2020,Corn,65.02,perc_nt,15.10536607
new york,delaware,2021,Corn,59.52,perc_nt,13.00934849
new york,delaware,2018,Corn,83.22,perc_rt,61.96844689
new york,delaware,2020,Corn,65.02,perc_rt,59.3148635
new york,delaware,2021,Corn,59.52,perc_rt,62.58194963
new york,dutchess,2016,Corn,54.97,perc_cc,10.35841577
new york,dutchess,2017,Corn,68.69,perc_cc,0.321458255
new york,dutchess,2018,Soybeans,78.16,perc_cc,10.76702183
new york,dutchess,2019,Corn,96.83,perc_cc,17.41437636
new york,dutchess,2020,Corn,115.35,perc_cc,10.42365859
new york,dutchess,2021,Corn,92.86,perc_cc,13.0252378
new york,erie,2015,Corn,80.48,perc_ct,6.01337621
new york,erie,2015,Soybeans,97.69,perc_ct,6.047953687
new york,erie,2016,Corn,86.7,perc_ct,2.435832812
new york,erie,2016,Soybeans,95.02,perc_ct,3.029669982
new york,erie,2017,Corn,103.45,perc_ct,4.193688951
new york,erie,2017,Soybeans,99.41,perc_ct,5.086219749
new york,erie,2018,Corn,113.8,perc_ct,7.912315571
new york,erie,2018,Soybeans,115.59,perc_ct,4.747414798
new york,erie,2019,Corn,114.64,perc_ct,7.942659407
new york,erie,2019,Soybeans,94.74,perc_ct,13.13901904
new york,erie,2020,Corn,114.51,perc_ct,5.687392575
new york,erie,2020,Soybeans,105.2,perc_ct,4.632016439
new york,erie,2021,Corn,97.17,perc_ct,14.71627188
new york,erie,2021,Soybeans,112.08,perc_ct,12.54223701
new york,erie,2015,Corn,80.48,perc_cc,2.734217978
new york,erie,2015,Soybeans,97.69,perc_cc,0.598003811
new york,erie,2016,Corn,86.7,perc_cc,5.370156809
new york,erie,2016,Soybeans,95.02,perc_cc,1.965935955
new york,erie,2017,Corn,103.45,perc_cc,1.568511068
new york,erie,2017,Soybeans,99.41,perc_cc,0.824706841
new york,erie,2018,Corn,113.8,perc_cc,9.169627823
new york,erie,2018,Soybeans,115.59,perc_cc,5.754945581
new york,erie,2019,Corn,114.64,perc_cc,9.812404773
new york,erie,2019,Soybeans,94.74,perc_cc,2.106768574
new york,erie,2020,Corn,114.51,perc_cc,18.00696809
new york,erie,2020,Soybeans,105.2,perc_cc,9.170773251
new york,erie,2021,Corn,97.17,perc_cc,9.949561093
new york,erie,2021,Soybeans,112.08,perc_cc,3.639909402
new york,erie,2015,Corn,80.48,perc_nt,46.78949006
new york,erie,2015,Soybeans,97.69,perc_nt,53.63254104
new york,erie,2016,Corn,86.7,perc_nt,18.24211632
new york,erie,2016,Soybeans,95.02,perc_nt,7.585707145
new york,erie,2017,Corn,103.45,perc_nt,40.14892329
new york,erie,2017,Soybeans,99.41,perc_nt,29.1232311
new york,erie,2018,Corn,113.8,perc_nt,44.92360387
new york,erie,2018,Soybeans,115.59,perc_nt,54.51430131
new york,erie,2019,Corn,114.64,perc_nt,31.05223378
new york,erie,2019,Soybeans,94.74,perc_nt,20.49437644
new york,erie,2020,Corn,114.51,perc_nt,46.23303415
new york,erie,2020,Soybeans,105.2,perc_nt,46.42350016
new york,erie,2021,Corn,97.17,perc_nt,28.59311601
new york,erie,2021,Soybeans,112.08,perc_nt,22.40182635
new york,erie,2015,Corn,80.48,perc_rt,32.58625944
new york,erie,2015,Soybeans,97.69,perc_rt,34.69652197
new york,erie,2016,Corn,86.7,perc_rt,22.11255877
new york,erie,2016,Soybeans,95.02,perc_rt,14.16345121
new york,erie,2017,Corn,103.45,perc_rt,37.29941798
new york,erie,2017,Soybeans,99.41,perc_rt,54.40829017
new york,erie,2018,Corn,113.8,perc_rt,40.03653284
new york,erie,2018,Soybeans,115.59,perc_rt,34.83975479
new york,erie,2019,Corn,114.64,perc_rt,30.21720902
new york,erie,2019,Soybeans,94.74,perc_rt,35.24918449
new york,erie,2020,Corn,114.51,perc_rt,40.78122364
new york,erie,2020,Soybeans,105.2,perc_rt,43.28818714
new york,erie,2021,Corn,97.17,perc_rt,51.43494892
new york,erie,2021,Soybeans,112.08,perc_rt,62.78412025
new york,franklin,2020,Corn,87.83,perc_ct,1.950271764
new york,franklin,2020,Soybeans,79.03,perc_ct,2.79090926
new york,franklin,2021,Corn,84.49,perc_ct,0.324117259
new york,franklin,2020,Corn,87.83,perc_cc,3.348305436
new york,franklin,2020,Soybeans,79.03,perc_cc,1.345863684
new york,franklin,2021,Corn,84.49,perc_cc,6.761165551
new york,franklin,2020,Corn,87.83,perc_nt,0.962817397
new york,franklin,2021,Corn,84.49,perc_nt,1.080460134
new york,franklin,2020,Corn,87.83,perc_rt,7.296041776
new york,franklin,2020,Soybeans,79.03,perc_rt,1.345863684
new york,franklin,2021,Corn,84.49,perc_rt,7.205499935
new york,fulton,2015,Corn,53.18,perc_ct,4.11541027
new york,fulton,2019,Corn,97.45,perc_ct,1.294304567
new york,fulton,2017,Corn,98.26,perc_cc,2.78828997
new york,fulton,2018,Corn,122.1,perc_cc,2.3337134
new york,fulton,2019,Corn,97.45,perc_cc,1.845871669
new york,fulton,2015,Corn,53.18,perc_nt,4.992650948
new york,fulton,2016,Corn,83.07,perc_nt,21.42514122
new york,fulton,2017,Corn,98.26,perc_nt,3.748872799
new york,fulton,2018,Corn,122.1,perc_nt,0.741668911
new york,fulton,2019,Corn,97.45,perc_nt,5.36928073
new york,fulton,2015,Corn,53.18,perc_rt,21.71214222
new york,fulton,2016,Corn,83.07,perc_rt,6.762458159
new york,fulton,2017,Corn,98.26,perc_rt,26.47896043
new york,fulton,2018,Corn,122.1,perc_rt,23.51027127
new york,fulton,2019,Corn,97.45,perc_rt,29.17618164
new york,fulton,2021,Corn,54.73,perc_rt,23.19867976
new york,genesee,2015,Soybeans,91.17,perc_ct,6.736336387
new york,genesee,2017,Soybeans,89.38,perc_ct,12.28086492
new york,genesee,2018,Corn,101.34,perc_ct,20.02869419
new york,genesee,2018,Soybeans,104.63,perc_ct,6.776596282
new york,genesee,2019,Corn,101.7,perc_ct,5.00380112
new york,genesee,2019,Soybeans,105.44,perc_ct,3.695297127
new york,genesee,2020,Corn,101.4,perc_ct,20.73723917
new york,genesee,2020,Soybeans,105.05,perc_ct,8.071506564
new york,genesee,2021,Soybeans,102.36,perc_ct,26.13254831
